task_id,employee_id,project_id,task_name,task_type,complexity,priority,status,story_points,estimated_hours,actual_hours,progress_percent,start_date,end_date,sprint_no,bug_count,dependency_task_id,remarks,task_domain,required_skill_context
T006373,E00198,P00689,Provision staging cluster,Feature Development,Medium,Medium,In Progress,6,48,29,57,2026-01-18,2026-02-01,2,2,T005592,Internal improvement,Backend,Linux; AWS
T006374,E00177,P00426,Set up secret rotation,Research,Medium,Medium,Done,7,35,32,100,2023-07-14,2023-07-28,1,0,NONE,Security-sensitive,Data/AI,Azure
T006375,E00152,P00899,Reproduce production defect,Analysis,Low,High,Done,1,9,9,100,2023-11-29,2023-12-02,3,4,NONE,Support handoff required,Data/AI,JavaScript; Java
T006376,E00285,P00545,Refactor billing service,Code Review,Low,High,To Do,2,24,22,0,2025-01-02,2025-01-13,19,0,NONE,Security-sensitive,Backend,Rust
T006377,E00122,P00057,Provision staging cluster,Testing,High,Medium,To Do,12,48,45,0,2023-02-27,2023-03-02,1,0,T002269,Cross-team dependency,Quality/Security,Cybersecurity
T006378,E00222,P00050,Optimize search endpoint,Feature Development,High,High,Done,10,120,87,100,2025-12-05,2025-12-10,4,5,T001040,Client-facing deliverable,Backend,Django
T006379,E00013,P00138,Define release scope,Deployment,Medium,High,Done,6,42,47,100,2025-04-03,2025-04-10,12,3,T000772,Performance critical,DevOps/Cloud,Git
T006380,E00126,P00706,Implement authentication flow,Feature Development,Low,Medium,Blocked,1,12,6,19,2023-10-12,2023-10-20,2,4,NONE,Requires approval,Backend,PostgreSQL
T006381,E00261,P00253,Validate feature pipeline,Design,Medium,Low,In Progress,6,30,15,38,2024-10-11,2024-10-15,1,2,NONE,High visibility,Data/AI,Docker; Deep Learning
T006382,E00379,P00063,Build executive KPI dashboard,Code Review,High,Medium,In Progress,8,80,73,42,2026-03-25,2026-03-29,1,1,NONE,Cross-team dependency,Backend,MongoDB
T006383,E00298,P00255,Prioritize sprint backlog,Code Review,Low,High,In Progress,1,12,14,73,2025-02-06,2025-02-13,29,1,NONE,Security-sensitive,Backend,SQL
T006384,E00135,P00270,Prepare model monitoring dashboard,Documentation,Low,High,Done,1,4,3,100,2024-04-19,2024-04-22,3,0,T004128,Security-sensitive,Data/AI,MongoDB
T006385,E00326,P00886,Coordinate cutover plan,Analysis,Low,Low,In Progress,1,8,11,28,2026-04-05,2026-03-05,2,3,NONE,Security-sensitive,Data/AI,Data Analysis
T006386,E00028,P00561,Prepare project governance pack,Testing,Medium,Medium,Done,7,56,61,100,2024-04-14,2024-04-17,3,1,NONE,Performance critical,Quality/Security,SQL
T006387,E00007,P00352,Model conversion funnel metrics,Documentation,Medium,Medium,In Progress,4,32,34,31,2023-08-13,2023-08-24,9,4,NONE,Support handoff required,Backend,SQL
T006388,E00379,P00178,Harden Kubernetes ingress,Code Review,Medium,High,Done,6,42,40,100,2026-04-14,2026-04-29,1,3,NONE,Security-sensitive,Backend,Linux; Docker; Git
T006389,E00032,P00341,Clean transaction dataset,User Story,High,Medium,In Progress,10,40,39,30,2023-02-20,2023-02-24,2,2,NONE,Cross-team dependency,Backend,PostgreSQL
T006390,E00047,P00852,Tune recommendation algorithm,Analysis,Low,Medium,In Review,3,18,16,95,2025-08-17,2025-08-23,3,1,NONE,Cross-team dependency,Data/AI,Data Analysis; Machine Learning
T006391,E00155,P00138,Define release scope,Code Review,Medium,Medium,To Do,6,60,56,0,2024-04-18,2024-04-30,1,4,T004705,Security-sensitive,Backend,SQL
T006392,E00306,P00873,Tune recommendation algorithm,Testing,High,Medium,Blocked,12,72,58,18,2025-06-11,2025-07-05,3,5,NONE,Cross-team dependency,Quality/Security,PostgreSQL
T006393,E00006,P00790,Deploy forecasting workflow,Bug Fix,Low,Low,In Progress,3,27,21,60,2025-07-10,2025-07-17,3,0,NONE,Security-sensitive,Quality/Security,Data Science; Machine Learning
T006394,E00325,P00850,Model conversion funnel metrics,Design,Medium,High,Done,8,48,36,100,2025-03-13,2025-03-15,2,5,T004916,Security-sensitive,Backend,MongoDB
T006395,E00007,P00696,Validate release candidate,Testing,High,Low,To Do,8,56,42,0,2025-09-05,2025-09-20,2,0,NONE,Performance critical,Quality/Security,Testing; Python
T006396,E00079,P00463,Investigate suspicious login events,Design,Low,Medium,In Progress,1,11,15,85,2026-04-28,2026-02-19,1,4,NONE,Internal improvement,DevOps/Cloud,Azure
T006397,E00237,P00270,Tune recommendation algorithm,Code Review,Medium,Medium,Blocked,8,72,58,40,2024-10-22,2024-10-26,10,3,NONE,Support handoff required,Backend,MongoDB
T006398,E00182,P00399,Build executive KPI dashboard,Research,High,Medium,In Progress,12,120,128,19,2024-01-09,2024-01-21,8,4,NONE,Cross-team dependency,Data/AI,Data Science
T006399,E00488,P00662,Automate backup policy,Analysis,Medium,Medium,Blocked,3,30,14,5,2025-02-04,2025-02-07,1,1,NONE,Cross-team dependency,Data/AI,DevOps
T006400,E00360,P00274,Model conversion funnel metrics,Documentation,Low,High,In Progress,2,14,15,39,2025-05-08,2025-05-13,11,5,T006294,Support handoff required,Backend,PostgreSQL; Azure; MongoDB
T006401,E00143,P00222,Train churn prediction model,Analysis,Medium,High,In Review,3,36,35,86,2023-09-05,2023-09-14,12,4,NONE,Automation opportunity,Data/AI,Data Science
T006402,E00083,P00095,Write regression test suite,Design,Low,High,To Do,3,18,18,0,2025-02-06,2025-02-19,2,5,NONE,Client-facing deliverable,Backend,Python
T006403,E00640,P00484,Set up secret rotation,Analysis,Low,Medium,Blocked,1,9,4,70,2024-12-15,2024-12-30,21,4,T000839,Performance critical,Data/AI,Kubernetes; Go; Docker
T006404,E00360,P00617,Validate release candidate,Design,High,Medium,In Review,8,48,49,95,2025-09-29,2025-10-26,7,3,NONE,Automation opportunity,Backend,Java; Git
T006405,E00077,P00241,Build order management API,Research,Medium,High,In Progress,4,28,25,51,2025-04-08,2025-04-08,5,1,T006011,Automation opportunity,Data/AI,Go; Git
T006406,E00368,P00592,Update resource forecast,Feature Development,High,High,In Review,13,52,43,93,2024-09-15,2024-09-24,2,5,NONE,Support handoff required,Backend,Linux
T006407,E00236,P00090,Investigate suspicious login events,Deployment,Medium,Low,In Progress,6,54,62,47,2025-11-26,2025-12-02,2,2,NONE,Automation opportunity,DevOps/Cloud,AWS; DevOps; Azure
T006408,E00016,P00526,Investigate suspicious login events,Testing,Medium,Medium,Done,7,63,41,100,2025-07-02,2025-07-06,1,0,NONE,Client-facing deliverable,Quality/Security,Azure
T006409,E00018,P00864,Prioritize sprint backlog,User Story,Medium,High,Blocked,4,20,16,44,2024-03-06,2024-03-18,3,3,NONE,High visibility,Backend,SQL
T006410,E00247,P00503,Integrate payment gateway,Analysis,Low,High,To Do,3,21,24,0,2024-01-05,2024-01-07,5,2,NONE,Security-sensitive,Data/AI,Rust
T006411,E00171,P00493,Create weekly operations report,Code Review,Medium,Medium,In Review,6,42,33,98,2023-10-20,2023-10-26,1,0,NONE,Security-sensitive,Backend,MongoDB
T006412,E00112,P00129,Integrate payment gateway,Documentation,Medium,Medium,To Do,6,72,59,0,2026-04-10,2026-04-24,2,3,NONE,Performance critical,Backend,Go; PostgreSQL; SQL
T006413,E00165,P00668,Build executive KPI dashboard,Feature Development,Low,High,Blocked,1,9,5,32,2026-02-01,2026-02-16,8,3,NONE,Support handoff required,Backend,SQL; PostgreSQL
T006414,E00100,P00730,Build reporting module,Analysis,Low,Medium,To Do,3,18,19,0,2026-03-07,2026-03-09,6,4,T005571,Client-facing deliverable,Data/AI,Python; SQL
T006415,E00099,P00764,Automate checkout test cases,Deployment,Low,Critical,To Do,3,33,31,0,2024-08-02,2024-08-14,7,4,NONE,Performance critical,DevOps/Cloud,Python
T006416,E00062,P00850,Validate revenue attribution logic,Testing,Medium,Medium,Done,3,36,39,100,2026-02-21,2026-03-06,7,0,NONE,High visibility,Quality/Security,MongoDB
T006417,E00331,P00197,Harden Kubernetes ingress,Design,Low,Critical,In Review,1,7,9,95,2026-03-11,2026-03-19,3,2,T003104,Needs stakeholder sign-off,DevOps/Cloud,Git
T006418,E00357,P00158,Validate release candidate,Testing,Medium,High,To Do,4,16,14,0,2026-01-11,2026-01-15,10,3,NONE,High visibility,Quality/Security,Python
T006419,E00223,P00219,Build executive KPI dashboard,Documentation,Low,High,In Progress,2,24,14,77,2024-01-30,2024-02-08,4,0,NONE,Performance critical,Backend,SQL; PostgreSQL
T006420,E00030,P00038,Test API contract changes,Documentation,Medium,Critical,To Do,8,72,85,0,2025-01-02,2025-01-06,2,1,T003720,Performance critical,Frontend,Git
T006421,E00107,P00020,Build executive KPI dashboard,Code Review,Medium,High,In Review,4,40,54,81,2024-04-28,2024-05-01,3,1,NONE,Support handoff required,Backend,Python
T006422,E00257,P00616,Design checkout journey,Research,Low,Critical,In Review,2,14,15,80,2025-02-18,2025-02-28,5,4,T002582,Requires approval,Data/AI,UI/UX Design
T006423,E00224,P00490,Provision staging cluster,Analysis,Low,Low,In Review,3,27,20,87,2025-07-05,2025-07-12,3,2,NONE,Client-facing deliverable,Data/AI,Git; Linux
T006424,E00339,P00032,Integrate payment gateway,Feature Development,Medium,High,In Progress,5,20,19,46,2024-06-30,2024-07-04,2,4,T006329,Cross-team dependency,Backend,Spring Boot
T006425,E00131,P00862,Upgrade CI pipeline,Bug Fix,Medium,Low,To Do,6,72,54,0,2026-01-19,2026-01-31,1,0,NONE,Requires approval,Quality/Security,Go
T006426,E00401,P00666,Prioritize sprint backlog,Research,Low,Medium,In Review,2,14,15,89,2023-11-23,2023-11-29,7,0,NONE,Security-sensitive,Data/AI,Git
T006427,E00084,P00312,Model conversion funnel metrics,Analysis,Medium,Medium,In Progress,4,24,16,26,2024-08-31,2024-09-09,5,4,NONE,Performance critical,Data/AI,Python
T006428,E00050,P00509,Prepare project governance pack,Feature Development,Medium,Medium,In Progress,7,70,65,27,2026-03-30,2026-02-28,2,5,NONE,Performance critical,Backend,SQL
T006429,E00363,P00010,Validate release candidate,Analysis,Low,Critical,Blocked,2,16,7,31,2023-11-14,2023-11-29,3,0,NONE,Needs stakeholder sign-off,Data/AI,Automation Testing; JavaScript
T006430,E00320,P00002,Update resource forecast,Documentation,Medium,High,To Do,8,72,74,0,2025-06-22,2025-06-25,7,0,T000783,Cross-team dependency,DevOps/Cloud,SQL
T006431,E00305,P00333,Provision staging cluster,Code Review,Medium,High,In Progress,4,48,44,67,2026-02-13,2026-02-17,1,4,NONE,Requires approval,Backend,Git; Linux
T006432,E00001,P00196,Define release scope,Deployment,Medium,High,In Progress,5,30,31,49,2025-10-16,2025-10-20,2,1,NONE,Requires approval,DevOps/Cloud,Git
T006433,E00351,P00484,Upgrade CI pipeline,Research,Medium,Medium,Done,8,72,72,100,2025-02-07,2025-02-17,2,4,NONE,Automation opportunity,Data/AI,Docker
T006434,E00279,P00848,Design checkout journey,Design,Medium,High,In Review,5,55,43,76,2025-11-26,2025-12-01,9,2,NONE,Needs stakeholder sign-off,Frontend,React
T006435,E00342,P00571,Roll out device encryption policy,User Story,Low,Medium,In Review,3,18,20,80,2023-12-09,2023-12-14,2,2,NONE,Support handoff required,Backend,Git
T006436,E00431,P00258,Audit accessibility gaps,Documentation,Medium,Medium,To Do,8,40,39,0,2024-03-20,2024-03-30,4,0,NONE,Client-facing deliverable,Frontend,JavaScript
T006437,E00187,P00558,Update design system components,Feature Development,Medium,High,In Progress,4,36,28,27,2023-09-08,2023-09-17,4,4,NONE,High visibility,Backend,Git; UI/UX Design
T006438,E00292,P00559,Tune recommendation algorithm,Design,Medium,Medium,Done,7,35,52,100,2026-02-19,2026-02-20,13,2,NONE,Client-facing deliverable,Data/AI,Data Analysis; Machine Learning
T006439,E00216,P00100,Update resource forecast,Documentation,Medium,Low,In Review,6,42,46,97,2024-11-08,2024-11-11,13,0,NONE,High visibility,DevOps/Cloud,SQL
T006440,E00418,P00454,Write regression test suite,Design,Low,High,Done,2,20,19,100,2023-11-19,2023-12-04,1,2,T000153,Client-facing deliverable,Frontend,Git
T006441,E00033,P00545,Integrate payment gateway,Analysis,Low,High,Done,3,33,43,100,2024-08-19,2024-08-24,3,4,T005518,Needs stakeholder sign-off,Data/AI,React; Rust; Git
T006442,E00196,P00187,Create responsive dashboard mockups,Deployment,Medium,Medium,In Progress,3,18,25,23,2026-02-03,2026-02-14,7,2,NONE,Cross-team dependency,DevOps/Cloud,Git
T006443,E00076,P00255,Draft product requirements,User Story,High,Medium,In Progress,10,40,38,74,2024-03-04,2024-04-03,1,4,NONE,Performance critical,Backend,SQL
T006444,E00375,P00583,Validate release candidate,Documentation,Low,High,Done,1,10,10,100,2026-03-19,2026-03-30,2,5,T002716,Requires approval,DevOps/Cloud,Automation Testing
T006445,E00258,P00644,Design checkout journey,Testing,Low,High,To Do,1,12,9,0,2025-10-15,2025-10-27,9,2,T005535,Performance critical,Quality/Security,JavaScript; React
T006446,E00390,P00889,Prepare project governance pack,Deployment,Medium,Critical,Blocked,6,66,44,13,2024-06-02,2024-06-08,11,2,NONE,Automation opportunity,DevOps/Cloud,Git
T006447,E00420,P00335,Prepare model monitoring dashboard,Bug Fix,Medium,Critical,In Progress,7,28,26,75,2024-08-25,2024-09-08,17,0,T000748,High visibility,Quality/Security,PostgreSQL
T006448,E00343,P00407,Set up secret rotation,Design,Low,Low,In Review,1,9,9,91,2024-11-06,2024-11-19,6,1,T000418,Internal improvement,DevOps/Cloud,Go; Git
T006449,E00448,P00152,Roll out device encryption policy,Code Review,Low,Medium,Blocked,3,18,13,52,2026-02-21,2026-02-23,1,4,NONE,Cross-team dependency,Backend,AWS
T006450,E00714,P00746,Automate checkout test cases,Research,Low,Medium,To Do,3,21,23,0,2026-01-11,2026-01-26,2,3,T000944,Requires approval,Data/AI,JavaScript
T006451,E00294,P00175,Model conversion funnel metrics,Design,High,Medium,Done,10,70,73,100,2023-06-23,2023-07-18,3,3,NONE,Internal improvement,DevOps/Cloud,Azure; Git
T006452,E00077,P00511,Upgrade CI pipeline,Testing,Low,Medium,In Progress,3,27,19,68,2026-02-19,2026-02-25,1,1,T003498,Cross-team dependency,Quality/Security,Go
T006453,E00253,P00607,Prepare project governance pack,Testing,High,Low,Done,13,156,123,100,2026-03-09,2026-03-17,1,4,NONE,Security-sensitive,Quality/Security,SQL
T006454,E00076,P00394,Clean transaction dataset,Code Review,Low,High,In Progress,2,22,19,37,2024-02-22,2024-03-02,5,0,NONE,Internal improvement,Backend,PostgreSQL
T006455,E00293,P00070,Analyze user feedback trends,Testing,High,High,In Review,9,81,75,90,2023-11-01,2023-11-08,11,0,NONE,Automation opportunity,Quality/Security,Data Analysis
T006456,E00183,P00490,Configure observability alerts,Bug Fix,High,Critical,In Progress,10,60,73,63,2025-05-28,2025-06-04,1,1,NONE,Cross-team dependency,Quality/Security,Git
T006457,E00015,P00521,Refine mobile navigation flow,Deployment,Medium,Medium,Blocked,4,36,15,48,2023-06-29,2023-07-06,1,5,T002915,Automation opportunity,DevOps/Cloud,UI/UX Design; JavaScript; React
T006458,E00270,P00225,Upgrade CI pipeline,Deployment,Low,High,To Do,2,20,18,0,2026-03-23,2026-03-26,5,2,T002266,Client-facing deliverable,DevOps/Cloud,Linux
T006459,E00052,P00620,Execute performance test plan,User Story,Low,Medium,In Progress,2,14,16,79,2024-07-17,2024-07-31,2,2,NONE,High visibility,Backend,Java
T006460,E00364,P00054,Prepare project governance pack,Feature Development,High,High,In Review,13,91,84,78,2023-04-28,2023-05-20,6,3,NONE,Automation opportunity,Backend,Git
T006461,E00389,P00701,Write regression test suite,Documentation,Low,Medium,In Progress,1,7,7,26,2025-02-02,2025-02-13,13,3,T004258,Security-sensitive,Quality/Security,Automation Testing
T006462,E00332,P00774,Tune recommendation algorithm,User Story,High,Critical,Done,8,32,31,100,2025-03-03,2025-03-25,14,0,NONE,High visibility,Backend,PostgreSQL
T006463,E00152,P00879,Update design system components,Deployment,Medium,Medium,In Progress,7,35,36,21,2024-08-28,2024-09-08,10,0,T003944,Internal improvement,DevOps/Cloud,Git
T006464,E00268,P00762,Build reporting module,Documentation,Low,Medium,In Progress,3,27,25,40,2025-02-25,2025-03-05,1,0,T001662,Requires approval,Frontend,React
T006465,E00171,P00755,Prepare model monitoring dashboard,Code Review,Medium,Low,In Review,5,50,57,77,2026-03-14,2026-03-20,16,1,NONE,Requires approval,Backend,MongoDB
T006466,E00365,P00899,Write regression test suite,Deployment,Low,High,Done,2,22,14,100,2024-07-07,2024-07-14,6,3,NONE,High visibility,DevOps/Cloud,Java; Testing; JavaScript
T006467,E00149,P00204,Draft product requirements,User Story,Medium,High,In Progress,4,44,40,56,2025-02-18,2025-03-01,3,5,NONE,Performance critical,Backend,Data Analysis
T006468,E00031,P00055,Execute performance test plan,Research,Medium,High,To Do,5,30,31,0,2026-02-12,2026-02-21,2,0,T001027,Support handoff required,Data/AI,JavaScript
T006469,E00417,P00110,Set up secret rotation,Research,Medium,Medium,Done,8,88,98,100,2024-04-22,2024-05-06,8,4,NONE,Automation opportunity,Data/AI,Git; Azure
T006470,E00179,P00836,Patch vulnerable dependency,Bug Fix,Low,Critical,Done,3,18,23,100,2025-05-05,2025-05-16,1,3,T005117,High visibility,Quality/Security,Git
T006471,E00377,P00099,Prioritize sprint backlog,Deployment,Medium,Critical,In Review,3,12,10,97,2024-10-22,2024-11-02,2,2,T003060,Performance critical,DevOps/Cloud,Git
T006472,E00192,P00627,Tune recommendation algorithm,Design,Medium,High,Done,7,42,55,100,2023-11-05,2023-11-15,1,2,NONE,Performance critical,Backend,PostgreSQL; SQL; Deep Learning
T006473,E00417,P00278,Write regression test suite,Code Review,Low,High,In Review,2,16,13,81,2023-11-25,2023-12-01,1,0,NONE,Requires approval,Backend,Java
T006474,E00260,P00509,Update resource forecast,Bug Fix,Medium,Medium,To Do,5,25,32,0,2026-03-30,2026-02-28,1,2,NONE,Cross-team dependency,Quality/Security,SQL
T006475,E00291,P00388,Define release scope,Analysis,Low,Medium,Done,3,30,35,100,2023-09-29,2023-10-12,3,1,T002472,Support handoff required,Data/AI,Data Analysis
T006476,E00015,P00537,Build executive KPI dashboard,Documentation,Medium,High,In Review,7,84,67,93,2024-07-14,2024-07-20,17,3,NONE,Automation opportunity,Backend,Azure
T006477,E00427,P00377,Coordinate cutover plan,Bug Fix,Low,High,To Do,2,20,21,0,2025-02-07,2025-02-13,3,2,T003416,Client-facing deliverable,Quality/Security,SQL
T006478,E00263,P00054,Update resource forecast,Bug Fix,Medium,Medium,Blocked,8,64,44,26,2023-05-02,2023-05-14,5,5,NONE,Client-facing deliverable,Quality/Security,Git
T006479,E00363,P00016,Investigate suspicious login events,Bug Fix,Low,Medium,In Progress,1,11,12,58,2024-08-11,2024-08-13,1,1,NONE,Security-sensitive,Quality/Security,AWS; Linux
T006480,E00062,P00203,Audit accessibility gaps,User Story,Low,Medium,In Review,3,12,11,86,2024-12-24,2025-01-06,17,4,NONE,Automation opportunity,Backend,UI/UX Design; JavaScript
T006481,E00281,P00433,Build executive KPI dashboard,Feature Development,Low,High,To Do,2,24,22,0,2024-11-21,2024-11-25,3,5,NONE,Automation opportunity,Backend,PostgreSQL
T006482,E00201,P00477,Develop customer onboarding screen,Documentation,Medium,Medium,In Progress,6,24,31,82,2026-02-25,2026-03-08,7,4,T000561,Requires approval,Backend,Go; Laravel; Git
T006483,E00076,P00815,Prepare model monitoring dashboard,Code Review,Medium,Medium,In Progress,6,60,58,37,2025-05-01,2025-05-03,3,1,NONE,Client-facing deliverable,Backend,PostgreSQL; MongoDB
T006484,E00071,P00641,Migrate user mailboxes,Bug Fix,Medium,Medium,In Review,5,40,47,82,2024-05-10,2024-05-25,21,1,NONE,Performance critical,Quality/Security,Git; Azure
T006485,E00116,P00694,Draft product requirements,Testing,Low,High,In Review,1,6,5,96,2024-04-14,2024-04-23,11,4,NONE,Client-facing deliverable,Quality/Security,SQL
T006486,E00041,P00788,Automate backup policy,User Story,High,Medium,Done,8,48,65,100,2024-07-08,2024-07-28,4,3,T001954,Internal improvement,Backend,Git; DevOps
T006487,E00218,P00601,Validate release candidate,User Story,Low,High,In Progress,1,6,5,40,2024-03-03,2024-03-09,4,4,NONE,Cross-team dependency,Backend,Java
T006488,E00671,P00223,Implement MFA enforcement,Analysis,Low,Medium,To Do,3,15,12,0,2025-04-25,2025-05-06,6,0,NONE,Security-sensitive,Data/AI,Linux
T006489,E00291,P00812,Validate revenue attribution logic,Analysis,High,Medium,In Progress,10,60,80,60,2023-08-07,2023-08-09,15,0,NONE,High visibility,Data/AI,MongoDB; Python
T006490,E00216,P00183,Create responsive dashboard mockups,Feature Development,Medium,Critical,To Do,4,48,43,0,2023-11-09,2023-11-16,5,4,NONE,Performance critical,Backend,Git
T006491,E00228,P00577,Refactor billing service,User Story,Medium,Medium,Done,4,40,54,100,2026-02-22,2026-02-26,8,4,NONE,High visibility,Backend,Django
T006492,E00347,P00710,Draft product requirements,Bug Fix,High,High,In Review,11,66,78,76,2025-11-22,2025-12-03,10,5,NONE,Performance critical,Quality/Security,SQL
T006493,E00264,P00697,Update resource forecast,Deployment,Medium,Critical,To Do,5,40,38,0,2025-11-25,2025-12-05,1,2,NONE,Performance critical,DevOps/Cloud,Linux
T006494,E00165,P00498,Reproduce production defect,Documentation,Medium,High,Done,4,16,9,100,2026-01-05,2026-01-07,4,0,T002811,Needs stakeholder sign-off,Backend,Python; JavaScript
T006495,E00177,P00526,Conduct access review,Feature Development,High,Medium,In Progress,9,63,62,18,2025-06-16,2025-07-10,9,5,NONE,High visibility,Backend,Linux; AWS
T006496,E00089,P00296,Audit admin access requests,Analysis,Low,Medium,To Do,1,4,4,0,2024-12-03,2024-12-12,1,5,T005285,Requires approval,Data/AI,Git; Cybersecurity
T006497,E00132,P00195,Validate feature pipeline,Documentation,Medium,Medium,In Review,7,84,105,86,2024-03-20,2024-04-04,1,0,T006176,Support handoff required,Backend,Machine Learning
T006498,E00241,P00319,Create weekly operations report,Code Review,Low,Low,In Progress,3,33,44,38,2024-10-21,2024-10-28,7,3,NONE,Security-sensitive,Backend,MongoDB
T006499,E00365,P00002,Coordinate cutover plan,Bug Fix,High,Critical,Done,9,36,30,100,2025-07-11,2025-07-21,3,5,T001857,Requires approval,Quality/Security,SQL
T006500,E00064,P00488,Reproduce production defect,Feature Development,Low,High,Done,3,12,14,100,2024-02-07,2024-02-19,5,1,NONE,Performance critical,Backend,Java
T006501,E00182,P00719,Implement MFA enforcement,Code Review,High,Medium,To Do,10,120,140,0,2025-12-05,2025-12-28,8,1,NONE,Needs stakeholder sign-off,Backend,AWS
T006502,E00110,P00020,Model conversion funnel metrics,Deployment,Medium,Medium,Done,4,28,34,100,2024-10-11,2024-10-11,10,4,NONE,Client-facing deliverable,DevOps/Cloud,Azure
T006503,E00113,P00534,Design checkout journey,Research,Medium,Medium,In Progress,6,60,66,19,2024-11-18,2024-11-22,2,0,NONE,High visibility,Data/AI,Git; JavaScript
T006504,E00216,P00601,Write regression test suite,Feature Development,Low,Medium,To Do,1,9,5,0,2024-11-28,2024-12-02,1,1,T002688,Client-facing deliverable,Backend,Java
T006505,E00241,P00887,Tune recommendation algorithm,Documentation,Medium,High,In Progress,7,49,47,60,2024-02-23,2024-03-04,14,0,T004867,Needs stakeholder sign-off,Backend,Data Analysis; AWS
T006506,E00130,P00718,Coordinate cutover plan,Feature Development,Low,Medium,In Progress,1,11,8,79,2025-07-16,2025-07-20,2,0,T003299,Automation opportunity,Backend,Data Analysis; Git; Linux
T006507,E00363,P00447,Automate checkout test cases,Testing,Low,Medium,To Do,1,11,10,0,2023-07-21,2023-07-27,3,2,T006393,Client-facing deliverable,Quality/Security,Java
T006508,E00194,P00361,Provision staging cluster,Testing,Low,Medium,Done,1,10,12,100,2024-06-05,2024-06-13,1,3,T002913,High visibility,Quality/Security,Cybersecurity
T006509,E00365,P00640,Audit accessibility gaps,Documentation,Low,Low,In Progress,3,21,22,47,2024-06-07,2024-06-19,12,1,T000219,Needs stakeholder sign-off,Frontend,Git; UI/UX Design
T006510,E00263,P00373,Provision staging cluster,Deployment,Low,High,In Progress,1,8,10,20,2025-03-31,2025-04-07,1,2,NONE,Needs stakeholder sign-off,DevOps/Cloud,Docker; DevOps
T006511,E00175,P00703,Build executive KPI dashboard,Feature Development,Medium,Low,Done,7,56,60,100,2025-05-27,2025-06-02,1,4,NONE,Performance critical,Backend,PostgreSQL
T006512,E00005,P00299,Provision staging cluster,Code Review,Medium,Low,In Review,8,72,51,94,2025-02-11,2025-02-15,4,0,NONE,Needs stakeholder sign-off,Backend,Git
T006513,E00247,P00441,Review IAM policy changes,Documentation,Low,High,To Do,1,11,4,0,2026-03-21,2026-03-27,2,2,NONE,High visibility,DevOps/Cloud,Cybersecurity
T006514,E00283,P00267,Automate checkout test cases,Research,Medium,Critical,In Progress,8,56,57,43,2025-06-23,2025-06-29,17,1,NONE,Client-facing deliverable,Data/AI,JavaScript
T006515,E00186,P00296,Prepare endpoint compliance report,Feature Development,Medium,Medium,In Progress,3,12,11,25,2024-10-12,2024-10-16,2,3,NONE,High visibility,Backend,SQL
T006516,E00122,P00366,Design checkout journey,Research,Medium,High,Done,8,88,69,100,2023-11-26,2023-12-05,5,3,T004196,High visibility,Data/AI,UI/UX Design
T006517,E00482,P00571,Resolve SSO incident,Feature Development,Low,Medium,In Review,1,7,4,93,2024-05-05,2024-05-09,4,0,NONE,Client-facing deliverable,Backend,Azure
T006518,E00119,P00894,Conduct access review,Research,Medium,Medium,Blocked,8,56,30,61,2025-09-13,2025-09-23,3,2,NONE,Automation opportunity,Data/AI,Linux
T006519,E00235,P00540,Prepare model monitoring dashboard,Code Review,Low,Critical,Blocked,2,24,15,8,2025-02-28,2025-03-09,8,3,NONE,Performance critical,Backend,SQL
T006520,E00478,P00754,Draft product requirements,Feature Development,Medium,High,In Progress,5,60,68,84,2025-06-03,2025-06-06,3,4,NONE,Cross-team dependency,Backend,Git
T006521,E00069,P00389,Prioritize sprint backlog,User Story,Medium,High,In Progress,5,50,52,20,2025-03-26,2025-04-08,4,3,NONE,Client-facing deliverable,Backend,SQL
T006522,E00020,P00236,Build executive KPI dashboard,Design,High,High,In Progress,8,80,108,77,2025-02-04,2025-02-19,4,2,T000252,High visibility,Backend,MongoDB; Python
T006523,E00047,P00858,Coordinate cutover plan,Code Review,Low,High,Done,3,27,20,100,2025-10-13,2025-10-17,7,1,T001722,High visibility,Backend,SQL
T006524,E00083,P00501,Update resource forecast,Documentation,High,High,In Progress,8,80,95,55,2025-03-25,2025-04-07,6,2,NONE,Automation opportunity,DevOps/Cloud,SQL
T006525,E00345,P00125,Upgrade CI pipeline,Design,Medium,Critical,In Progress,7,28,28,69,2025-11-16,2025-11-22,1,2,NONE,Needs stakeholder sign-off,DevOps/Cloud,DevOps
T006526,E00081,P00856,Develop customer onboarding screen,Design,Medium,Low,To Do,4,44,50,0,2025-04-07,2025-04-15,4,4,NONE,Internal improvement,Backend,Flask; Go; Git
T006527,E00184,P00216,Write regression test suite,Testing,High,High,In Progress,9,54,48,55,2024-08-31,2024-09-08,1,0,NONE,Needs stakeholder sign-off,Quality/Security,Java; Python; Testing
T006528,E00097,P00087,Audit admin access requests,Deployment,Medium,Medium,In Progress,3,27,33,64,2026-01-14,2026-01-21,3,1,NONE,High visibility,DevOps/Cloud,Azure; Git
T006529,E00824,P00387,Review IAM policy changes,User Story,High,Medium,In Progress,9,99,105,75,2024-06-22,2024-06-29,6,4,NONE,Internal improvement,Backend,Azure
T006530,E00282,P00271,Patch vulnerable dependency,Testing,Low,High,To Do,2,8,6,0,2024-06-20,2024-06-25,14,1,NONE,Support handoff required,Quality/Security,Linux; Azure
